,2,,2,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,2,3,,,2,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,4,,3,3,,,3,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,5,,3,3,,,3,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,6,,3,4,,,3,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,7,,3,4,,,3,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
Cultist,0,,2,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,2,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,3,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,e,,,,,
,4,,3,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,e,,,,,
,5,,3,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,
,6,,3,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,
,7,,3,3,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,
Dark Rider,0,,,,,,,,,2,3+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,3,3+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,3,3+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,3,4+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,3,4+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,3,5+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,4,5+X,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,4,6+X,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Terror,0,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,2,,,,3,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
,2,,,3,,,,4,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
,3,,,3,,,,4,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,
,4,,,4,,,,5,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,
,5,,,4,,,,5,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,
,6,,,5,,,,6,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,
,7,,,5,,,,6,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,
Earth Demon,0,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,2,3,,,2,4,,,,,,,,,,,,,,,,e,,,,,,,,,,,,,
,4,,2,4,,,3,5,,,,,,,,,,,,,,,,e,,,,,,,,,,,,,
,5,,2,4,,,3,5,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,
,6,,2,4,,,3,6,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,
,7,,3,4,,,3,6,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,
Elder Drake,0,,,,,,,,,,3,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,1,,,,,,,,,,4,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,2,,,,,,,,,,4,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,3,,,,,,,,,,5,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,4,,,,,,,,,,5,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,5,,,,,,,,,,6,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,6,,,,,,,,,,6,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
,7,,,,,,,,,,7,,,,,,,,,,,x,x,x,x,x,,,x,x,,,,,,,
Flame Demon,0,,3,2,3,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,1,,3,2,3,,3,2,4,,,,,,,,2,2,,,,,,,,,,,,,,,,,x,,
,2,,3,3,3,,3,3,4,,,,,,,,3,2,,,,,,,,,,,,,,,,,x,,
,3,,3,3,4,,3,3,5,,,,,,,,3,3,,,,,,,,,,,,,,,,,x,,
,4,,4,3,4,,4,4,5,,,,,,3,2,4,3,,,,,,,,,,,,,,,,,x,,
,5,,4,3,4,,4,4,5,,,,,,4,2,4,3,,,,,,,,,,,,,,,,,x,,
,6,,4,4,4,,4,5,5,,,,,,4,2,5,3,,,,,,,,,,,,,,,,,x,,
,7,,4,4,5,,4,5,6,,,,,,4,3,5,4,,,,,,,,,,,,,,,,,x,,
Forest Imp,0,,3,1,3,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,1,,3,1,3,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,2,,3,2,3,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,3,,4,2,4,,4,2,4,,,,,,,,,,,,,,,,,,,,,,,e,,,x,,
,4,,4,2,4,,4,2,4,,,,,,,,,,,,,,,,,,,,,,,e,,,x,,
,5,,4,2,4,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,b,,,x,,
,6,,4,3,4,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,b,,,x,,
,7,,4,3,4,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,b,,,x,,
Frost Demon,0,,2,3,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3,,,3,3,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
,2,,3,3,,,4,4,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,
,3,,3,4,,,4,4,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,
,4,,3,4,,,4,4,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,
,5,,3,4,,,4,5,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,
,6,,3,5,,,4,5,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,
,7,,3,5,,,4,5,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,
Giant Viper,0,,2,1,,,2,2,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,1,,2,1,,,2,2,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,2,,3,1,,,3,2,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,3,,3,2,,,3,3,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,4,,3,2,,,3,3,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,5,,3,3,,,4,3,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,6,,4,3,,,4,4,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,7,,4,3,,,4,4,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
Harrower Infester,0,,2,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,3,,,3,2,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
,2,,2,2,,,3,3,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,
,3,,2,3,,,3,3,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,
,4,,3,3,,,3,4,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,
,5,,3,4,,,3,5,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,
,6,,3,4,,,4,5,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,
,7,,3,4,,,4,5,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,
Hound,0,,3,2,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,4,2,,,5,2,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
,2,,4,2,,,5,3,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
,3,,4,2,,,5,4,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
,4,,4,3,,,5,4,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
,5,,4,3,,,5,4,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,
,6,,5,3,,,6,4,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,
,7,,5,3,,,6,5,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,
Inox Archer,0,,2,2,2,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,2,3,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,2,2,3,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,2,3,3,,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,3,3,3,,3,4,4,,,,,,,,,,,,,,e,,,,,,,,,,,,,,
,5,,3,3,4,,3,4,5,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,6,,3,4,4,,3,5,5,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,7,,3,4,4,,3,5,5,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
Inox Guard,0,,2,2,,,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,1,,2,2,,,2,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,2,,2,3,,,2,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,3,,3,3,,,2,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,4,,3,3,,,2,5,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,
,5,,3,4,,,2,5,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,
,6,,3,4,,,3,5,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,
,7,,3,4,,,3,6,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,
Inox Shaman,0,,1,2,3,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,2,3,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,2,2,3,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,2,2,4,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,2,3,4,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,2,3,4,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,3,3,4,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,3,4,4,,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Living Bones,0,,2,1,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,
,1,,3,1,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
,2,,3,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
,3,,3,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
,4,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
,5,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
,6,,4,3,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
,7,,4,3,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,
Living Corpse,0,,1,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,1,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,1,4,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,2,4,,,2,5,,,,,,,,,,,,,,e,,,,,,,,,,,,,,,
,5,,2,4,,,2,6,,,,,,,,,,,,,,e,,,,,,,,,,,,,,,
,6,,2,4,,,2,6,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,7,,2,5,,,2,6,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
Living Spirit,0,,2,2,2,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,1,,2,2,2,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,2,,3,2,3,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,3,,3,3,3,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,4,,3,3,3,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,5,,3,3,4,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,6,,3,4,4,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,7,,3,4,4,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
Lurker,0,,2,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,
,1,,2,2,,,2,3,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,
,2,,3,2,,,3,3,,,,,,,,,,,1,2,,,,,,,,,,,,,2,2,,,
,3,,3,3,,,3,4,,,,,,,,,,,2,2,,,,,,,,,,,,,2,2,,,
,4,,3,3,,,3,4,,,,,,,,,,,2,3,,,,,,,,,,,,,2,2,,,
,5,,3,4,,,3,5,,,,,,,,,,,2,3,,,,,,,,,,,,,2,2,,,
,6,,4,4,,,4,5,,,,,,,,,,,3,4,,,,,,,,,,,,,2,2,,,
,7,,4,4,,,4,5,,,,,,,,,,,3,4,,,,,,,,,,,,,2,2,,,
Night Demon,0,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,1,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,2,,3,4,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,3,,4,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,4,,4,5,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,5,,4,5,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,6,,4,5,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
,7,,4,6,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aplica desventaja
Ooze,0,,1,2,2,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,2,2,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,1,2,3,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,1,3,3,,2,3,4,,,,,,,,,,,,,e,,,,,,,,,,,,,,,
,4,,2,3,3,,2,4,4,,,,,,,,,,,,,e,,,,,,,,,,,,,,,
,5,,2,3,3,,3,4,4,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,6,,2,4,3,,3,4,4,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
,7,,2,4,3,,3,5,4,,,,,,,,,,,,,b,,,,,,,,,,,,,,,
Rending Drake,0,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,3,3,,,4,5,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,2,,4,3,,,5,5,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,3,,4,4,,,5,6,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,4,,4,4,,,6,6,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,5,,4,5,,,6,6,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,6,,5,5,,,6,7,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,7,,5,5,,,6,7,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
Savvas Icestorm,0,,2,2,3,,2,3,4,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,1,,2,2,4,,2,3,5,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,2,,3,2,4,,3,3,5,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,3,,3,3,4,,3,4,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,4,,3,3,5,,4,4,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,5,,3,4,5,,4,5,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,6,,3,4,5,,4,6,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,7,,4,4,6,,4,6,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
Savvas Lavaflow,0,,3,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,3,2,,,3,3,,,,,,,,,,,,,,n,e,,,,,,,,,,,,,,
,2,,3,3,,,3,3,,,,,,,,,,,,,,b,e,,,,,,,,,,,,,,
,3,,3,3,,,3,4,,,,,,,,,,,,,,b,e,,,,,,,,,,,,,,
,4,,3,4,,,4,4,,,,,,,,,,,,,,b,e,,,,,,,,,,,,,,
,5,,3,4,,,4,5,,,,,,,,,,,,,,b,b,,,,,,,,,,,,,,
,6,,4,4,,,4,6,,,,,,,,,,,,,,b,b,,,,,,,,,,,,,,
,7,,4,4,,,4,6,,,,,,,,,,,,,,b,b,,,,,,,,,,,,,,
Spitting Drake,0,,3,3,3,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,1,,3,3,3,,3,4,4,,,,,,,,,,,,e,,,,,,,,,,,,,,x,,
,2,,3,3,3,,3,5,4,,,,,,,,,,,,b,,,,,,,,,,,,,,x,,
,3,,3,4,4,,3,5,5,,,,,,,,,,,,b,,,,,,,,,,,,,,x,,
,4,,4,4,4,,4,5,5,,,,,,,,,,,,b,,,,,,,,,,,,,,x,,
,5,,4,4,4,,4,6,5,,,,,,,,,,,,b,,,,,,,,,,,,,,x,,
,6,,4,5,4,,4,6,5,,,,,,,,,,,,b,,,,,,,,,,,,,,x,,
,7,,4,5,4,,4,7,5,,,,,,,,,,,,b,,,,,,,,,,,,,,x,,
Stone Golem,0,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,1,4,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,1,4,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,2,4,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,2,5,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,2,5,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,2,5,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Demon,0,,2,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,1,,2,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,2,,2,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,3,,2,3,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,4,,3,3,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,5,,3,3,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,6,,3,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
,7,,3,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Ventaja,Ventaja
Vermling Scout,0,,3,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,3,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,3,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,3,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,3,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,4,3,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,4,3,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermling Shaman,0,,2,1,3,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,2,1,3,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,2,1,4,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,2,2,4,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,3,2,4,,3,3,4,,,,,,,,,,,,b,,,,,,,,,,,,,,,,
,5,,3,3,4,,3,4,4,,,,,,,,,,,,b,,,,,,,,,,,,,,,,
,6,,3,4,4,,3,4,4,,,,,,,,,,,,b,,,,,,,,,,,,,,,,
,7,,3,4,4,,3,4,4,,,,,,,,,,,,b,,,,,,,,,,,,,,,,
Wind Demon,0,,3,2,3,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,1,,3,2,3,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,2,,4,2,3,,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,3,,4,3,3,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,4,,4,3,3,,5,4,4,,,,,,,,,,,,,,,,e,,,,,,,,,,x,,
,5,,4,3,4,,5,4,4,,,,,,,,,,,,,,,,e,,,,,,,,,,x,,
,6,,4,3,4,,5,4,4,,,,,,,,,,,,,,,,e,,,,,,,,,,x,,
,7,,4,4,4,,5,5,4,,,,,,,,,,,,,,,,e,,,,,,,,,,x,,
Winged Horror,0,,,,,,,,,3,3,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
,1,,,,,,,,,4,3,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
,2,,,,,,,,,4,4,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
,3,,,,,,,,,4,4,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
,4,,,,,,,,,5,4,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
